label,meeting_date,meeting_no,ministry,topic,news_count,question_type,evidence_score,candidate_score,top_title,question_text
약함,2025-12-02,52,행정안전부,김광용·강설·한파,2,관리 지시,2,0.522,"김광용 재난안전관리본부장, 강설·한파 대비 관계기관 점검회의 주재","이번에 새로운 계기가 마련되는데, 관광객들이 들어왔다가 그런 사소한 문제로 불미스러운 일이 생기지 않도록 각 부처에서 신경 써 주시기 바람. 그리고 지방정부들은 청소를 깨끗하게 잘하라고 하시고, 특히 시장 같은 곳에서 불친절 사례, 바가지 등 특별히 잘 챙기도록 하시기 바람. 하나만 더 이야기하겠음. 행안부와 법제처에 정당 현수막 문제 어떻게 할 것인지 준비하라고 했는데 진행되고 있는지?"
약함,2025-12-02,52,기획재정부,김병기·구윤철·화기애애,2,대안 요구,2,0.522,김병기-구윤철 '화기애애',"그것이 장애 요인이 되는 것 같음. 미국이나 국제사회의 동의를 받는 것은 불가능할 텐데, 만약에 핵무장을 하는 상황이 벌어지면 경제 제재와 국제 제재가 뒤따를 텐데, 그러면 우리가 견뎌낼 수 있는지?"
약함,2025-12-02,52,기획재정부,김병기·구윤철·화기애애,2,관리 지시,2,0.522,김병기-구윤철 '화기애애',"산업부‧기재부도 수고하셨음. 특히, 산업부장관께서 애 많이 쓰셨음. 기재부는 신경 써야 할 부분이, 사업에 투자한 원리금을 환수하기 어렵거나 이익이 제대로 나지 않는 투자가 되지 않도록 막는 것임. 그래서 필생의 노력을 기울여서 만든 안전장치가 상업적 합리성임. 그것은 반드시 지켜야 함. 그것을 어떻게 제도적으로 확보할지도 계속 고민해 주시고, 내부의 안전장치도 잘 만들어 주시기 바람."
약함,2025-12-02,52,기획재정부,여야·원내대표단·구윤철,2,대안 요구,2,0.522,여야 원내대표단 회동 참석한 구윤철 부총리,"그것이 장애 요인이 되는 것 같음. 미국이나 국제사회의 동의를 받는 것은 불가능할 텐데, 만약에 핵무장을 하는 상황이 벌어지면 경제 제재와 국제 제재가 뒤따를 텐데, 그러면 우리가 견뎌낼 수 있는지?"
약함,2025-12-02,52,기획재정부,여야·원내대표단·구윤철,2,관리 지시,2,0.522,여야 원내대표단 회동 참석한 구윤철 부총리,"산업부‧기재부도 수고하셨음. 특히, 산업부장관께서 애 많이 쓰셨음. 기재부는 신경 써야 할 부분이, 사업에 투자한 원리금을 환수하기 어렵거나 이익이 제대로 나지 않는 투자가 되지 않도록 막는 것임. 그래서 필생의 노력을 기울여서 만든 안전장치가 상업적 합리성임. 그것은 반드시 지켜야 함. 그것을 어떻게 제도적으로 확보할지도 계속 고민해 주시고, 내부의 안전장치도 잘 만들어 주시기 바람."
약함,2025-11-04,48,행정안전부,김광용·관광특구·행정안전부,2,검토결과 확인,2,0.522,"김광용 재난안전관리본부장, 핼러윈데이 맞아 관광특구 점검","알겠음. 지금 9‧19 군사합의 관련하여 “DMZ 5km 이내에는 군사 훈련하지 않는다.″ 그리고 “얼마까지는 비행하지 않는다.″ 이렇게 되어 있는데, 현재 지켜지지 않고 있는 것 같음. 그런데 사실 비행안전구역을 벗어나도 대북 감시 활동에는 지장이 없는 것 아닌지? - 국가안보실제1차장 김현종 합참과 국방부에서는 다소 영향이 있다고 판단하고 있어 추가 검토가 필요하다고 보고 있음."
약함,2025-11-04,48,행정안전부,김광용·관광특구·행정안전부,2,부처협의 확인,2,0.522,"김광용 재난안전관리본부장, 핼러윈데이 맞아 관광특구 점검","빠르게 보고 바람. 각 부처에서 업무할 때 속도를 내주셔야 함. 검토, 용역, 논의, 조정하면서 세월 다 보내면 할 수 있는 게 없음. 명확한 방침이 설정되면 신속하게 업무를 처리해 주시기 바람. 다음 행안부는 민선자치 30주년, 지방자치 혁신 부분에 고민을 많이 해 주셔야 할 것 같음. 국제 치안 협력 등 경찰의 치안 역량 강화는 전에 비상대책기구 만들어 놓은 게 있으니까 잘해 주시고, 경찰의 사건 처리가 늦어진다는 지적이 많은데, 경찰 수사의 공정성이나 부실 수사에 대한 것은 어떻게 할 것인지 고민해야 할 것 같음. 우리 정부에서는 대규모 시위나 그런 게 없을 것 같으니, 인력 재배치를 하든지 해야 할 것 같음."
약함,2025-11-04,48,행정안전부,김광용·관광특구·행정안전부,2,관리 지시,2,0.522,"김광용 재난안전관리본부장, 핼러윈데이 맞아 관광특구 점검",고민해 주시기 바람. 그리고 행정안전부가 각별히 신경 써야 할 지방 우대 정책은 어떻게 할 것인지?
약함,2025-11-04,48,행정안전부,김광용·관광특구·행정안전부,2,대안 요구,2,0.522,"김광용 재난안전관리본부장, 핼러윈데이 맞아 관광특구 점검","잘 정리하시기 바람. 그리고 인력 지원하는 것은 잘 되고 있을 것 같고, 지방정부의 조사 권한을 일부 위임하는 것은 하고 있는지?"
약함,2025-11-04,48,행정안전부,김광용·관광특구·행정안전부,2,부처협의 확인,2,0.522,"김광용 재난안전관리본부장, 핼러윈데이 맞아 관광특구 점검","모든 부처가 인력이 필요한 상태인데, 행안부하고 협의해 보시기 바람. 다음 보고 바람."
약함,2025-11-04,48,기획재정부,소상공인·구윤철·한성숙,2,관리 지시,2,0.522,코리아 그랜드 페스티벌 일환인 소상공인 동행축제 찾은 구윤철·한성숙...,전에 말씀드렸듯이 산하 외청들도 잘 챙겨 보시기 바람. 지금 기재부에서 경제성장전략 수립을 하고 있는지?
약함,2025-11-04,48,교육부,교육부·평생교육·전문가,2,부처협의 확인,2,0.522,평생교육 전문가 만난 최교진 교육부 장관,"부처별 주요 현안은 제가 진행하겠음. 먼저 일상적인 현안은 잘하시면 되고, 타 부처의 협력이 필요한 것들을 보자는 것이었음. 국무총리실은 새로 맡게 된 검찰개혁을 잘 시행하고, 범정부 리스크 집중점검도 잘 챙겨 주시기 바람. 또 보이스피싱 범죄 대응, 마약 범죄, NDC 감축 목표, 그리고 자살대책추진본부 등도 새롭게 맡게 된 중요한 일이니까 잘 챙겨 주시기 바람. 그리고 국립대병원 소관 변경은 교육부에서 복지부로 넘기는 과정에서 협의가 다 된 것인지?"
약함,2025-10-21,46,보건복지부,의료대란·공식·종료,2,부처협의 확인,2,0.522,"의료대란 공식 종료, 오늘부터 비상진료체계 해제","어제 코스피 지수가 사상 최초 3,800선을 넘어서고 오늘도 사상 최고가를 갱신하고 있는 것 같음. 주식 시장이 정상화 흐름을 타고 있음. 지금 특별한 엄청난 성과가 있어서라기보다는 당연히 있어야 할 자리로 되돌아가는 중이라는 생각이고, 여기에 더해서 이제 정책 효과가 더해지고 실질적인 성과가 나면 더 나은 결과가 생길 수 있을 것으로 보임. 비생산적인 분야에 집중됐던 과거의 투자 방식에서 벗어나 국민들의 자산 증식 수단이 차츰 다양화, 건실화되는 과정이라고 생각되며 아직도 가야 할 길은 멀었음. 생산적 금융으로 전환 추세가 더 굳건히 뿌리내리려면 일관되고 실효성 있는 정책을 통해서 우리 사회 전체의 인식을 바꿔야 함. 특히 이를 위해서는 가용한 정책 수단 역량을 집중적으로 투입해서 경고등이 켜진 비생산적 투기 수요를 철저하게 억제해야 함. 그래야만 합리적이고 지속 가능한 투자 문화가 정착되고 이를 바탕으로 경제 산업과 국민 자산의 동반 성장이 실현될 수 있을 것임. 정부 각 부처는"
약함,2025-09-30,44,기획재정부,신속·인허가·지자체마다,2,대안 요구,2,0.522,"""지자체마다 말 달라, 사업자 피해"" 신속 인허가 지원센터 설치 요구 확...","저는 통제력 상실로 정부가 작동하지 않은 측면이 강한 것 같음. 예를 들면 물가라고 하는 게 사실 담합 가능성도 높음. 우리나라의 유통망은 대부분 독점화되어 있어서 정부가 강력하게 작동하면 정부 눈치를 보는데, 정부가 관심을 안 가진다든지, 통제를 안 한다고 확신하면 가격을 마음대로 올려버림. 대한민국이 OECD 국가들보다 1.5배가 높다고 하는 것은 이해할 수 없음. 그중에 특히 식료품‧생활용품 가격만 유난히 높은 게 이상함. 제가 말씀드리고 싶은 것은 정부가 제대로 관리하고, 지도하고, 개입하면 상당 정도는 완화할 수 있지 않을까 생각함."
약함,2025-09-30,44,기획재정부,신속·인허가·지자체마다,2,대안 요구,2,0.522,"""지자체마다 말 달라, 사업자 피해"" 신속 인허가 지원센터 설치 요구 확...","어떤 특정한 목적을 위해서 제도를 설정했는데, 그 목적 달성 효과보다 그것을 악용해서 폐해가 더 크면 시정해야 함. 각 부처도 마찬가지임. 지금 얘기를 들어 보니까 다른 나라보다도 설탕 가격이 불합리하게 더 비싼 이유가 국내에서 생산되기 때문인데, 만약에 국내 산업 보호라는 측면이 꼭 필요하면 감수해야 하는데, 이게 부당하게 이익을 취하면서 국민들한테 물가 부담을 시킨다면 그런 제도를 보완해야지 유지할 필요가 없음. 예를 들면, “국내에 영세농이 많으니까 어쩔 수가 없잖아요.” 그게 아니고, 어떤 유통 구조의 문제나 제도를 악용하는 문제가 있다고 하면 그것을 찾아서 빨리 시정해야 함. 공정위 안에서만 시정할 수 있는 것만 하지 말고 제도를 바꾸거나 이런 것은 얼마든지 가능하니까 국무회의에 제안도 해 주시기 바람. 다음 농식품부."
약함,2025-09-16,42,행정안전부,윤호중·행정안전부·포토,2,대안 요구,2,0.522,[포토] 답변하는 윤호중 행정안전부 장관,"의견을 하나 내겠음. 지금 각계의 정책마다 어려운 정도에 따라서 수도권, 비수도권, 일반지역, 특별소멸지역 이렇게 4단계로 되어 있는데, 정책 집행을 하다 보면 획일적 기준으로 정해서 열심히 노력하는 지방정부가 손해 보는 경우가 있음. 인구가 줄어드는 정도에 따라서 지역을 구분해 놨는데 예를 들면, 신안이 군으로 되어 있는데 인구가 늘어나고 있음. 거기는 원래 가장 어려운 지역인데 인구가 늘어나는 이유는 해당 군이 노력해서 태양광발전의 일정 수익을 지역 주민들한테 배당하면서 사람들이 이주해서 인구가 늘어나고 있음. 그런데 “여기는 인구가 늘어나니까”라고 분류하면 안 됨. 객관적 상황에 따라서 지원 규모를 정해야 함. 그냥 현상만 보지 말고, 열심히 노력하는 곳이 피해 보지 않도록 기준을 잘 만들어 주시기 바람."
약함,2025-09-16,42,행정안전부,윤호중·행정안전부·포토,2,대안 요구,2,0.522,[포토] 답변하는 윤호중 행정안전부 장관,"산업부가 기업의 입장을 잘 이해하니까 예를 들면 세제지원, 전기요금지원, 금융지원, 저렴한 부지 제공 등 지원을 늘려서 지방으로 가게 되면 합리적인 경쟁력을 갖게 될지를 수요자 입장에서 잘 판단해 보시기 바람."
약함,2025-09-16,42,행정안전부,윤호중·행정안전부·포토,2,대안 요구,2,0.522,[포토] 답변하는 윤호중 행정안전부 장관,"어딘가에서 총괄을 해야 할 것 같음. 얘기 나온 김에 한 가지는 공공서비스 중에 가능하면 사회적 경제 방식으로 위탁 주든지, 일을 맡기는 것을 국가 차원에서 확장하면 좋겠음. 이게 양극화하고도 관계가 있고 불공정하고도 관계가 있음. 예를 들면 대표적인 것이 지방정부의 청소 용역 같은 건데 이것을 청소 노동자들이 만든 사회적 기업, 협동조합 이런 데다가 청소 용역을 주고, 돈벌이가 아니라 공익적으로만 쓰면 처우도 좋아지고 불만도 줄어들고 자기 일을 더 열심히 하고 모두에게 좋음. 지금도 사회적 경제 영역을 키워야 하는데, 공공서비스 위탁을 통해서 훈련도 하고 공정성도 확보할 필요가 있을 것 같음."
약함,2025-09-16,42,행정안전부,윤호중·행정안전부·포토,2,부처협의 확인,2,0.522,[포토] 답변하는 윤호중 행정안전부 장관,"지방에서 하는 핵심 장치 중의 하나이기 때문에 이것도 국무총리실에서 조정을 좀 해야 할 것 같음. 가장 효율적으로 될 수 있는 것, 아니면 협의체를 만들든지 전담부서를 만들어야 할 것 같음. 다음 해수부 보고 바람."
약함,2025-09-16,42,행정안전부,윤호중·행정안전부·포토,2,대안 요구,2,0.522,[포토] 답변하는 윤호중 행정안전부 장관,"생각을 바꿔야 하는데, 수도권은 지원 안 하고 지방만 지원하는 건 되는데, 지방에 혜택을 더 주는 건 왜 안 되는지?"
